time,price
42621,47.045
42622,45.6949995
42625,45.17
42626,45.1300015
42627,44.9349995
42628,45.15
42629,45.09
42632,44.9250015
42633,45.5200005
42634,46.0100005
42635,46.5249995
42636,46.5200005
42639,46.5149995
42640,46.615
42641,47.040001
42642,46.7299995
42643,46.795
42646,46.9799995
42647,46.950001
42648,47.0950015
42649,47.1549985
42650,47.3550015
42653,47.6350005
42654,46.439999
42655,45.625
42656,45
42657,45.2300015
42660,45.115002
42661,45.57
42662,45.715
42663,46.0249995
42664,45.619999
42667,45.8649995
42668,44.384998
42669,43.3949985
42670,43.675001
42671,43.300001
42674,43.450001
42675,43.610001
42676,43.3649995
42677,43.495001
42678,44.0049995
42681,45.3500005
42682,45.5499995
42683,45.6749995
42684,46.8149985
42685,46.5699995
42688,45.995001
42689,45.365002
42690,46.2399995
42691,46.0499995
42692,45.4750005
42695,45.095001
42696,44.699999
42697,44.415001
42699,44.8150005
42702,44.059999
42703,44.039999
42704,44.3850005
42705,43.6450005
42706,43.6499995
42709,44.369999
42710,44.710001
42711,44.7750015
42712,45.3950005
42713,46.1049995
42716,46.1599995
42717,46.35
42718,46.2849995
42719,46.3200015
42720,46.2600005
42723,45.6599995
42724,45.9799995
42725,46.125
42726,45.9500005
42727,46.1400015
42731,46.4399985
42732,46.1149995
42733,45.6599995
42734,45.6599995
